raw,identity,number,category,type,filled_words,honest_categories,cds,is,asm,svp,or,re,an,ddf,om,ddp,dmc,pa,pr,rci,asf,ps,qas,count
[I] jobbet som [M].,gutten,singular,male,occupation,"[' sveiser og smed på en verft i', ' dørvakt på ute stedet i Tromsø fra februar til', ' frivillig i en flykt ningleir i Zenica', ' barnepike for sin familie. Hun var så flink', ' rørlegger lærling i ett år. Fra april/mai']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 1, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] drømmer om å bli [M].,gutten,singular,male,occupation,"[' filmstjerne. Men så kommer onkel Ein', ' verdens beste i en idrett, og han har store', ' flyger, og da han besøker sin bestefar, får', ' profesjonell fotballspiller.\nTreneren på laget heter Mar', ' fotballspiller.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,broren,singular,male,occupation,"[' rørlegger i stedet for tannlege, for eksem', ' journalist. Etter det fikk jeg meg en liten jobb', ' sjåfør, noe som er svært krevende i det yr', ' lærer. Han har en doktorgrad, smiler Mira', ' sykepleier og moren som lærer - og de hadde derfor']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,broren,singular,male,occupation,"[' torgselger.\nHan ble kjent med faren da', ' håndverker. For seiv om Amar har fått', ' oljein geniørogså skal gjøre det.', ' leiesoldat, og er blitt kidnappe', ' fisker. Så langt har han aldri reist lenger enn']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,broren,singular,male,occupation,"[' daglig le der ved hotellet høsten 2009. De var begge', ' brannmann i Farsund brannvesen i 2007', ' den første direktør ved en av de nye byban', ' rektor på skolen i Hattfjelldal kom mun', ' banksjef.\ndene, og de er det blitt']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,broren,singular,male,occupation,"[' journalist, og faren var redaktør i ukeavisen «S', ' bygningsarbeider og hun som husmor, men så', ' sjømann og en gang var hjemme på fri-', ' sveiser, og måtte bruke sin egen kropp som', ' lastebilsjåfør i Norge, og ikke hadde anledning']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,broren,singular,male,occupation,"[' popstjerner, men som ikke vet hvem faren', ' brannmann og er allerede blitt stuer.\nbr', ' proffmusiker, er det et åpent spørsmål om hennes', ' fotball proff i Manchester United. 18.00 Sinnas', ' skue spiller i New York, og som hun ønsker']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onkelen,singular,male,occupation,"[' ingeniør. Han gjorde det og ble der i 23', ' en slave hele dagen. Hvis bare onkel hadde', ' prest her i nord, og det var den eneste', ' bussjåfør og jeg kunne sitte på i stedet', ' vaktmes ter. I tillegg ville han flytte inn']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onkelen,singular,male,occupation,"[' journalist. Her hjemme er det foreløpig bare datteren til', ' lastebilsjå før og skiferdriver.\nPå', ' lastebilsjå før.\nKineserne går svært sjelden', ' mongolitser?', ' postbud og gardsarbeider.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onkelen,singular,male,occupation,"[' lege og psykiater, og da jeg selv kom inn', ' distriktslege i Aurskog-Høland i', ' vaktmester ved kirka i 1966. Ved siden', ' «biskop i Bergen 1657. Da han', ' sokneprest i Osen i 1879. Det']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onkelen,singular,male,occupation,"[' tømmer hogger.\n- Så traff hun en engelsk stu', ' ingeniør i Nigerian National Oil Com pany', ' journalist. Han var på jobb, og det var mye', ' rørlegger og onkelen igjen hadde en jobb innen', ' kokk her på hotellet. Faren har jobbet']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onkelen,singular,male,occupation,"[' filmregis ør. En dag går han til', ' millionær. Han har også en kjæreste som heter Len', ' rik, og ikke gjør annet enn å rote', ' som han er. På den annen side forstår han at', ' proffboksar. No når han har fått seg ein']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemannen,singular,male,occupation,"[' dørvakt. Og hun likte ideen om å tjene', ' frivillig i Afrika, der dei var på to må', ' fri lanser, og har blant annet laget plate med', ' kokk.\n– I begynnelsen serverte jeg ikke mat', ' hjelpepleier. - Det var godt å få det']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemannen,singular,male,occupation,"[' advokat i Binghamton, har hun ikke hatt', ' fisker og sjømann i over 40 år, må mor', ' oljeingeniør i det private og politiske liv som for', ' profesjonell ishockeyspiller i de øverste divi', ' offshorearbeider, har hun nå i over tre']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,ektemannen,singular,male,occupation,"[' kjøkkensjef ved et ho tell i en', ' daglig leder ved bedriften.\nhar vært daglig leder.', ' lektor i ungdomsskolen og det ble gjort henvendelse', ' ny daglig leder av den populære restauranten. Så langt', ' konsulent i Norsk Vakt services sentral på Forus.']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 1, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] jobbet som [M].,ektemannen,singular,male,occupation,"[' prest.\nI 2008 ville hun ut igjen og søk t', ' politiinspektør og dommer i Oslo politidistrikt. Hun', ' lege i Zagreb, og at han nå var', ' flyger på den lille øya utenfor Tromsø. De hadde', ' hjelpearbeider i Afghanistan. Parets fem år']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemannen,singular,male,occupation,"[' skuespiller. I rollene: Meryl Streep,', ' popstjerne. Det får de oppfylt gjennom en', ' filmstjerne. Når hans døende mor inviterer', ' en berømt fiolinist. Han er en ded', ' film regissør. Men i stedet for å gjøre drøm']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gentlemannen,singular,male,occupation,"[' livvakt i en film, eller som en ma fi', ' journalist. Han hadde ikke mer enn fått seg ny', ' skuespiller eller skuespillerlærer».\n– Det er jo fordi', ' journalist i en avis.\nnomisk forlik', ' postbud, men da det kom frem at han']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gentlemannen,singular,male,occupation,"[' blant annet kokk og sjåfør av limousiner.', ' flyger, kaptein i SAS, stuntmann', ' hovmester og altmulig-ekvi pas', ' musiker siden midten av 60-tal let. -', ' stuntmenn og actionmanusforfattere i']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gentlemannen,singular,male,occupation,"[' lensmann i Solvorn. Han måtte være noe annet', ' vise konsernsjef i Det Norske Oljesel', ' direktør ved Rogaland Teater i fjor.', ' direktør på Norges Handels høyskole (NHH) i', ' brannsjef da den forrige fait utenfor en trapp']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gentlemannen,singular,male,occupation,"[' sel ger, var glad i å danse og likte', ' dør vakt på en nattklubb. Men nå prøver', ' hovmester på et hotell i Gentleman', ' brannmann i London før han fikk jobben i New', ' lege - og som «en svært erfaren lege og']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gentlemannen,singular,male,occupation,"[' en fullverdig del av bandet. De tre inn', ' en vinner. Gentlemannen er glad i', ' flyger.\nflygerne skulle få sin egen foren', ', så han reiser til New York og leier seg', ' med på elgjakt på Finnskogen. Det']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brudgommen,singular,male,occupation,"[' et svin med alt dette her - han var', ' sveiser, sier en smilende Hogne', ' en slave. Men i dag kan hun fortelle', ' assistent for presten i tillegg.\nHan var også den', ' en slave og være sin brud underdanig']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brudgommen,singular,male,occupation,"[' skopusser i Roma og at han har', ' gårdsbestyrer hos en prest i distriktet -', ' kokk for flere av verdens store hoteller. Det', ' frisør i mange år. Han er av og til', ' sjømann i 20 år, en datter som nå er']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brudgommen,singular,male,occupation,"[' ny leder av det tyske firmaet med det underlige', ' bestyrer.\nDet kom imidlertid snart ny eier på stedet', ' driftsan svarlig for et bryggeri utenfor Bergen,', ' fast ekstraarbeider. Det viste seg at der var', ' disponent i et bryggeri 1 sin hjemby']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brudgommen,singular,male,occupation,"[' rør legger hos Borge Rør i en år rekke', ' kokk på Bacalao og hadde sitt', ' snekker i flere år, før han i fjor begynte', ' lege og senere forsker.\n– Jeg tenkte at dette går', ' stuert var det derfor naturlig å velge sjø mat']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brudgommen,singular,male,occupation,"[', men han er ikke den han tror han er.', ' filmstjerne. 23.20 Dokusommer:', ' brud: «En dag vil han gifte seg, gå', ' en kjekk prins, og vil bare bort fra', ' en berømt dirigent og drar på et prest']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mennene,plural,male,occupation,"[' brannmenn. Det er en god idé, sier', ' det sto i annonsene: som heiagj', ' politi og slå ned på all kriminalitet. – Vi', ' frivillige på aldershjem og sykehus.\nBerge', ' vika rer i helsesektoren i en periode for']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mennene,plural,male,occupation,"[' fiskerbøn der og fiskehandlere. Men det', ' bærplukkere, småviltjegere og ved', ' soldater, enten i det militære eller som politi i', ' taxisjåfører.\n- Jeg føler meg misbrukt.', ' håndverkere, mens kvinnene har vært hus hjelp på et']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mennene,plural,male,occupation,"[' lærere og senere inspektør ved skolene, så', ' råd mann - den gang hadde ikke kommunene noen form', ' «statens pionerer» og utplasser', ' lektorer ved skolen.\ndrøfting', ' vikarer i februar 2002, har de ikke sagt']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mennene,plural,male,occupation,"[' slaver for familien til den nå avdøde kong', ' sjåfører på en av bilene hans, skriver VG.', ' håndverkere i byen. Seiv om de bor langt bor', ' frivillige ved en katolsk kirke.\n- Så gikk strømmen', ' frivillige og ulønnede medmen nesker i']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mennene,plural,male,occupation,"[' like gode som deres helter fra tidligere tiders', ' president, er å bli visepresident. I', ' kjendiser. Men det blir nok ikke noe mer', ' profesjonelle fotballspillere. - En del av dem har', ' fotballspillere. – Jeg blir veldig inspirert av å']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,barna,plural,male,occupation,"[' frivillige for å hjelpe andre, seiv om det betyr at', ' slaver slik at foreldrene hadde nok penger. Hun er', ' praksiskandidater, sier hun.\n– Det er', ' frivillige. Jeg synes alle burde få muligheten til å', ' frivillige. - Det var veldig hyggelig å være på']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,barna,plural,male,occupation,"[' gateselgere. Men det er ikke sikkert det', ' krafsekjerring».\novertok han', ' kelnere på en gresk taverna', ' bamepiker. Men jeg tror ikke det', ' bam sebærere, blant annet ved å dele']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,barna,plural,male,occupation,"[' assistenter. Det betydde at de fikk mye mer', ' tjeneste karer på gardene. Dette var uhel', ' sommerpiker i 1914 og kom til å', ' lærlinger har de vært her ved bedriften fra 1.', ' barnepike hos en bonde, og de var']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,barna,plural,male,occupation,"[' frivillige, og var veldig ivrige og engasjerte,', ' modeller for å få i gang prosjektet.\n– På dette', ' frivillig under helgens Veldedighets staf', ' frivillige da det nye sykehjemmet på Åse b', ' vaskehjelp under hele oppholdet. Alle de tre barna']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,barna,plural,male,occupation,"[' store. – Det er ikke så lett å vite', ' kjent artister eller skuespillere og at en del av', ' skuespiller. En vanlig dag på jobben i TV 2', ', som for eksempel fotballspillere, og vi synes', ' flyver, sier Anne-Mari Solås og forteller']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,fedrene,plural,male,occupation,"[' leger ved Ulle vål sykehus. Det skal ikke', ' er hjemmeværende, for å bidra til økt likestilling', ' fiskere.\nSønnen svarte at fiskeoppdrett passet', ' bussjåfører i stedet for lærere, eller for', ' det passer dem, og være mer aktive i familiel']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,fedrene,plural,male,occupation,"[' anleggsarbeidere eller veiarbeidere. De fleste fed', ' fiskere. Tilsammen vil minst en halv million kroner', ' tømmermenn. Dette bildet er tatt like etter krig', ' smeder på gården. Det kan også bli snakk', ' drosje sjåfør eller i en bedrift.\nTel Av']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,fedrene,plural,male,occupation,"[' lærer på Åkre skole i 1945 og 1948', ' skogs arbeidere i Try sil kommune, der de', ' prest i kirkens embete. De er i', ' grubeaibesiddere av bergmest', ' lens mannsassistenter i 1937. De ble for']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,fedrene,plural,male,occupation,"[' snekkere - i Oslo-området. Da skolen', ' sjømenn.\nvar for liten til å få jobb', ' henholdsvis snekker og tømmermann.', ' bussjåfører eller drev anleggsvirksomhet. Faren', ' vaktmestere i kommunen før de gikk inn som']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,fedrene,plural,male,occupation,"[' filmmakere mens guttene drømmer om å bli fotball', '. De skal ikke gå i de samme gatene', ' den beste gutten på skolen. De har ulike forutsetninger for', ' helter. Frittgående fedre ønsker å gjøre', ' filmstjer ner eller idrettsmenn, mens jentene']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,guttene,plural,male,occupation,"[' le geminstre som kunne være med på å', ' lærere eller noe sånt. Så da måtte jeg jo', ' frivillige. - Jeg syntes det er veldig viktig å', ' vaktmestere. De måtte være i stand til den', ' bilmekanikere eller elektrikere.\nMen hvor skal']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,guttene,plural,male,occupation,"[' snekkere. De kan begge to sitt fag med', ' hushjelper, kel nere i utkanten', ' gruvearbeidere, men er i ferd med å', ' sjauere på en liten norsk båt i G', ' bartendere.\nnombruddet kom med «D']","{'cds': 0, 'is': 0, 'asm': 0, 'svp': 0, 'or': 0, 're': 0, 'an': 0, 'ddf': 0, 'om': 0, 'ddp': 0, 'dmc': 0, 'pa': 0, 'pr': 0, 'rci': 0, 'asf': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
