raw,identity,number,category,type,filled_words,honest_categories,ddp,ddf,qas,asm,pa,re,ps,asf,cds,an,svp,is,dmc,rci,or,pr,om,count
[I] burde jobbe som [M].,sønnen,singular,male,occupation,"[' sjåfør. Han mente sønnen ville passe som drosjes', ' snekker. I dag er det hans snekkerferd', ' snekker. Og sånn ble det.\nHan var nettopp ferdig', ' journalist. Han var i 20-årene da han begynte', ' guide eller i en suvenirbutikk på dag']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,sønnen,singular,male,occupation,"[' bilvasker og gartner etter at han ble', ' profesjonell kortspiller.\nSiste gang de såes, var', ' gitarist, bassist og sanger. Hans første singel', ' DJ i hjembyen Limerick. Det er', ' journalist i flere aviser og tidsskrifter før han']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,sønnen,singular,male,occupation,"[' organist og dirigent.\n1875. Han', ' teknisk di rektør ved Saga Petroleum i', ' ny sjef ved bedriften for kort tid siden. (NTB/D', ' hans etterfølger. Den eldste sønn var kommet helt', ' lærer i en liten by, og de flyttet til huset']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,sønnen,singular,male,occupation,"[' fisker i mange år. Han er fortsatt ansatt i bedrift', ' snekker, og med fire barn og egen bedrift,', ' vaktmester i Nøtterøy kom mune med', ' fisker.\n■ Sivilstand: Har vært gift', ' vaktmester og holdt et øye med leiligheten og plant']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,sønnen,singular,male,occupation,"[' fotballproff. Faren har alltid vært det', '. Med: Robert De Niro, Kathy Bat', ' like god som Northug.\nTALENT: Jørgen', ' brannmann, men morens eneste ønske er at han', ' som ham. Tilværelsen blir snudd på hodet da']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gutten,singular,male,occupation,"[' en helt og ikke sove bort hele dagen, skriver mamma', ' en del av behandlingen. Han ønsket å få jobbe', ' bil selger på grunn av hans evne til å snakke', ' barnev enevakt. Og hvorfor han skulle', ' fotballproff el ler snekker. Men guttungen']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gutten,singular,male,occupation,"[' DJ-er de siste årene.\nMen i vinter sluttet han', ' skøyteløper.\n- Jeg er ikke rik,', ' boksepromotor i Detroit.\nHans', ' gatemusi kant og nå reiser med en gruppe', ' fisker.\nfra det øyeblikket han som guttunge i']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 1, 'om': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] ble ansatt som [M].,gutten,singular,male,occupation,"[' vaktmann for å holde øye med lageret. Han', ' bud. Og slik kom han til å bli med', ' hjelpearbeider i en kjemisk bedrift. Et par', ' assistent i Norsk Forkonservering A/L i', ' lærer, fikk han et langt og godt liv som']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gutten,singular,male,occupation,"[' sveiser og smed på LKAB.', ' dørvakt på utestedet der han traff den unge', ' frivillig i en barnehage på en av misjonsstasj', ' barnepike for sin familie. Hun fikk to sønn', ' lærling i Tvedestrand Bilverksted. I']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 1, 'om': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] drømmer om å bli [M].,gutten,singular,male,occupation,"[' skuespiller, mens kjæresten studerer musikk. De er likeverdige', ' verdens beste i sin idrett.\nPedersen bor i', ' en stor skihopper. Han ser ikke bort', ' god nok for Premier League og de store liga', ' fotballspiller.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,broren,singular,male,occupation,"[' rørlegger i stedet for tannlege, for han', ' journalist. Etter å ha fullført master i sosi', ' sjåfør, noe som endte med at jeg fikk en', ' guide, men han skjønte det ikke. Etter at de', ' sykepleier.\nnoe som gjorde at de hadde få']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,broren,singular,male,occupation,"[' torgselger.\nHan ble enkemann allerede', ' håndverker. For tida har han en ukel', ' fotball spiller i flere år. - Jeg spilte i H', ' leiesoldat, en jobb som var både usikker', ' trubadur.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,broren,singular,male,occupation,"[' banemester samme sted i 1955 - det', ' brannmann i New York.\nav de beste i', ' den første direktør ved en av de største papirfab', ' rektor på skolen jeg gikk på.\nJeg har mange barn', ' banevokter.\nprivate gods- og']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,broren,singular,male,occupation,"[' journalist, og faren var redaktør i flere aviser og', ' guide i et indianerrreservat i Canad', ' sjømann til han fikk fast jobb som los båt', ' sveiser, og jobbet seg etterhvert opp til å', ' sjømann - også i norske farvann, og']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,broren,singular,male,occupation,"[' popstjerner, men foreløpig går det greit å', ' brannmann og lillebroren er litt lei av', ' en berømt kunstner. Han vil derfor dra til', ' fotball proffiAalesund.SelvvilC', ' en stor idrettsstjer ne, men hun ønsker']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onkelen,singular,male,occupation,"[' ingeniør. Han gjorde det og ble berømt.', ' en ""moralsk vaktbikkje""? Vi', ' prest igjen, men onkelen vil ikke bli minnet om', ' advokat ved det australske universitetet. Dermed la', ' vaktmester på skolen der han nå selv er lær']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onkelen,singular,male,occupation,"[' journalist. Her hjemme er det foreløpig bare en lokal', ' kriminell. – Livet hans har vært en kamp,', ' snekker og som fisker, men fikk i', ' tyv i det som i utgangspunktet var et lov', ' forfatter, og ikke som skuespiller.\nfilmskuespiller']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 1, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] ble ansatt som [M].,onkelen,singular,male,occupation,"[' ny lensmann i bygda. - Etter ei hard økt', ' direktør hadde han ikke noen interesse av at selskapet skulle', ' professor i teologi i 1920. Da bodde familien', ' «hushjelp» hos dem på Liahøg', ' daglig leder av selskapet. Han fikk i januar 2013']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onkelen,singular,male,occupation,"[' bøddel ved samme sted.\nNå blir filmen TV', ' ingeniør i Nigeria. Tanten og alle de', ' journalist. Han var på vakt for radiokan', ' rørlegger og onkelen brukte store deler av frit', ' sjef ved en fabrikk i Lünerkirchen']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onkelen,singular,male,occupation,"[' filmregis sør en dag, så går det vel', ' millionær. 20.00 Oppgrader!\nsvenskene og', ' oppda get. Hans eneste form for suksess er', ' som han! 22.10 Tina - Whaf', ' proff trommeslager. 21.30 Et slag i']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemannen,singular,male,occupation,"[' tolk og overset ter fordi han kunne fire språk.', ' frivillig i butikken og at dei skulle ha to tim', ' lærer. Nå jobber han innen finansbransjen, akkurat', ' kokk.\n– Så jeg sa til han: «H', ' hjelpepleier. - Det var ingen som trengte det']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemannen,singular,male,occupation,"[' sjømann.\n- Han ble jo tidlig enkemann', ' dørvakt. De tre barna deres har kommet seg', ' lærer, men det er ikke nok til å brød', ' trubadur. For to år siden la han sang', ' gruvearbeider, har hun dyrket sin store']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 1, 'om': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] ble ansatt som [M].,ektemannen,singular,male,occupation,"[' kjøkkensjef, og paret var begge aktive', ' daglig leder ved et av byens hoteller. Da hun', ' direktør ved Nord-Norges Åndssvakehjem', ' hovedtrener etter å ha ledet G19 til', ' kordirigent og organist. Hun spilte sin']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 1, 'om': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] jobbet som [M].,ektemannen,singular,male,occupation,"['. Jeg følte et ansvar for disse stakkars barna.', '. Når familien og deres nærmeste nå har fått vite', ' lege i flere år i utlandet. Han var fra Sør', ' taxisjåfør i byen. Etter hvert sluttet hun', ' hjelpearbeider for FN da han fikk vite at han']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemannen,singular,male,occupation,"[' fotografert av kjente fotografer slik som de store mote', ' statsminister.', ' en stor baseballspillere, blir det eneste', ' en profesjonell bokser som har mange oppturer og', ' ordfører i en av verdens rikeste kommuner. Men']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gentlemannen,singular,male,occupation,"['. Men nei, han ville ta seg et friår', ' privatdetektiv.\nfangekjeller med', ' skuespiller eller regissør. Men med filmutdanning i Los', ' journalist. - Jeg liker den siden ved yrket', ' kelner på en bedre restaurant i byen.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gentlemannen,singular,male,occupation,"[' blant annet fotograf. Han har også livnært', ' skuespiller siden tidlig på 1980-tallet.\nhva som er', ' musiker. Han spilte med en rekke kjente orke', ' musiker siden midten av 60-tal let. -', ' skuespiller, fotomodell og sanger. -']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gentlemannen,singular,male,occupation,"[' lensmann i bygda, og han måtte få noe annet', ' sjåfør for en av de rikeste fa miliene', ' direktør, noe som var litt av en fjær', ' sjåfør, måtte familien kjøpe egen bil. Den lille Fi', ' portier. De kom aldri til å angre på det']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gentlemannen,singular,male,occupation,"[' sel ger, var glad i å danse og hadde', ' dør vakt på det populære utestedet, nå avd', ' hovmester på et av Europas mest eksklusive hoteller.\n-', ' liv vakt for den britiske etterret ningstjenesten.', ' lege - og som «superhelt».']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gentlemannen,singular,male,occupation,"[' en full blods råtass med ny ra', ' en stor sangstjerne. Han tar ekstra jobb', ' flyger.\nhar en drøm om at hun skal', ' krigshelt, men er for sjenert til', ' «kvinne», og på kort tid ender hun']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brudgommen,singular,male,occupation,"[' et team, med alt fra matla ging', ' bryllups fotograf, sier hun med et smil om munnen', ' en slave, for så å gi bruden', ' lærer, prest, lege og advokat. Vi har', ' kokk. - Det var kanskje litt spesielt, men']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brudgommen,singular,male,occupation,"[' frilans skuespiller, i roller som strekker seg fra', ' musiker, og hun har seiv en tid ar be', ' kokk for flere av verdens store rockest', ' industriarbeider, og at det ikke er snakk om', ' sjømann i 20 år, en fartstid som har']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brudgommen,singular,male,occupation,"[' ny leder av CERN, med det samme ansvaret', ' prest i menigheten som skulle holde vigselen.', ' sjåfør hos Aass. Han hadde nettopp gått opp', ' pastor og lærer i et av menighetens distrikt', ' pastor i den evangelisk lutherske kirken']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brudgommen,singular,male,occupation,"[' rør legger hos den tradisjonsrike rør leggerbedrift', ' kokk på Bøndernes hus i mange år.', ' DJ i Oslo. - Jeg husker at det var sånn', ' lege og senere som advokat. Det var aldri noe', ' politi i Trondheim og kom ikke til å vende tilbake']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brudgommen,singular,male,occupation,"[' bundet til en mast og forlatt av sin kjære', ' roc kestjerne, men det er han', ' brud: tolkning av drømmen, psykologi og psyko', ' bitt, av ei brud, vil dette kunne bety', ' gift. Her sammen med sine to koner og']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mennene,plural,male,occupation,"[' brannmenn. Det betyr at de kan få flere', ' snekkere, eller elektrikere et annet sted', ' politi og advokat. Kameraten til Adel', ' frivillige på aldershjem og i barnehager. Dette', ' vektere, mens kvinnene burde bli jordmød']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mennene,plural,male,occupation,"[' musikere.\n- Så hvorfor kommer det ikke flere?', ' gateselgere, tyver eller med mer konvensjon', ' soldater, og er fortsatt i uni form. Alle tre', ' tømmerhuggere og fiskere - og mange', ' alt fra skogsarbeidere til lærere og tannleger']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mennene,plural,male,occupation,"[' assistenter. Fra 1939 hadde de halv lønn så', ' rådgi vere i Utenriksdepartementet og Forsvarsdepartement', ' «konduktører» på den samme strekningen', ' lektor ved en hoyere skole. I19', ' følge av de mange stillingene politiet lyste ut']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mennene,plural,male,occupation,"[' selvstendig næringsdrivende.', ' sjåfører på en av bilene hans, skriver VG.', ' hånd- i Norge. Det vil iså fall bety', ' frivillige ved en jødisk leir utenfor Paris under krigen', ' snekkere i Norge før de ble pågrepet.\nF']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mennene,plural,male,occupation,"[' pop idol. Derfor har de laget et slags st', ' astro naut og jobbe på Den interna', ' fotballmillionæ rer og de unge vil', ' profesjonelle artister og skuespillere, har ikke Aman', ' fotballspillere. – Jeg blir ikke overrasket hvis han']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,barna,plural,male,occupation,"[' barnepassere i stedet? På slutten av filmen', ' slaver slik at foreldrene hadde nok penger. Hun er', ' pikkoloer. -Vi kan jo begynne tidlig', ' hushjelper for familier i byene, og på', ' frivillige. Det betyr i praksis å stå opp gry']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,barna,plural,male,occupation,"[' gateselgere. Men det er ikke tvil om', ' dansere ved de forskjellige teatre i London. Vi', ' kelnere på foreldrenes restaurant. Faren', ' bast-flettere. Sønnen deres driver', ' bamehushjelp. Nå er hun alene igjen.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,barna,plural,male,occupation,"[' assistenter. Det betydde at de fikk mye mer', ' bestyrerinne ved barnehjemmet, som ble hen', ' hjelpebibliotekarer.\nfå til å', ' den andre styrerassistenten på avdelingen i tillegg til', ' barnepike hos en tysk familie iTyskland.']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,barna,plural,male,occupation,"[' frivillige, og var veldig ivrige, fortalte Tor', ' modeller for å få penger til å bli med i', ' hjelpepleier på sykehuset. Etter det var hun klar', ' guder og bar alle bord og benker vi', ' vaskehjelp under årets Norway Cup.\nMidtbanespiller']","{'ddp': 0, 'ddf': 0, 'qas': 0, 'asm': 0, 'pa': 0, 're': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'an': 0, 'svp': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'or': 0, 'pr': 0, 'om': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
