raw,identity,number,category,type,filled_words,honest_categories,ddf,cds,or,ddp,qas,pr,pa,re,rci,asm,dmc,is,asf,om,ps,an,svp,count
[I] har tjent til livets opphold som [M].,faren,singular,male,occupation,"[' tømmerhogger og gårdbruker i hjembyen', ' fotballspiller i utlandet. Men han var i går en', ' drosjesjåfør siden han var 20 år, i', ' skogsarbeider i alle år, og jeg er vokst', ' musiker, en onkel er forfat ter,']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,faren,singular,male,occupation,"[' distriktslege i Oppdal i 1947. Å', ' bestyrer i 1948. Året etter flyttet butikken', ' professor på NTH. Han ble født i Bergen, men', ' direktør i 1888.\nAstrup tok eksamen artium', ' adm. direktør.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,faren,singular,male,occupation,"[' direktør for Norges Handelshøyskole (NHH) i', ' vaktmester på Tveten barnehage. Det var', ' fisker og hvalfanger.\nsom en av svært', ' fisker. - Er det riktig hvis det nå er', ' lærer i Oslo. FOTO:']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,faren,singular,male,occupation,"[' filmregissør, mens moren drømmer om at hun', ' storfiskere på sjøen. Det er ikke like', ' med på fisketur til Lofoten sammen med sønnen.', ' forfatter. Det skal vise seg at hun har et', ' en ekte pirat, og sammen drar de ut på']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 1, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,sønnen,singular,male,occupation,"[' sjåfør. Han mente sønnen ville passe som drosjes', ' snekker. I dag er det hans snekkerferd', ' lærer i noen uker eller måneder, for å kjenne på', ' journalist. Han var i 20-årene da han begynte', ' guide eller i en suvenirbutikk på sommeren.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,sønnen,singular,male,occupation,"[' bilvasker og gartner etter at han ble', ' profesjonell kortspiller.\nSiste gang de såes, var', ' musiker. At det gikk bra for han, er mer', ' DJ i hjembyen Limerick. Det er', ' journalist i flere aviser og tidsskrifter før han']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,sønnen,singular,male,occupation,"[' organist og dirigent.\ngutter. Han', ' teknisk di rektør.\nForholdet mellom far og sønn', ' ny sjef ved bedriften for kort tid siden. (NTB/D', ' ny landslagstrener i mars i fjor.\n– Vi', ' lærer i en liten by, og de flyttet til huset']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,sønnen,singular,male,occupation,"[' fisker i Vesterålen, før han mønstret på', ' snekker, og med fire barn og egen bedrift,', ' vaktmester i Nøtterøy kommune i 15 år', ' fisker.\n■ Sivilstand: Har vært gift', ' vaktmester og holdt et øye med leiligheten og invent']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,sønnen,singular,male,occupation,"[' fotballproff. Faren har prøvd å ad', '. Med: Robert De Niro, Kathy Bat', ' like god som Northug.\nTALENT: Jørgen', ' brannmann, men mora tviler på at han', ' som ham. Tilværelsen blir snudd på hodet da']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gutten,singular,male,occupation,"[' en helt og tjene en million ved fylte 30, samt', ' en del av behandlingen. Han ønsket å få jobbe', ' bil selger på grunn av hans inter esse for', ' barnev akt.\nMora sier til avisa at', ' fotballproff el ler snekker. Men guttungen']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gutten,singular,male,occupation,"[' DJ-er de siste årene.\nMen i vinter sluttet han', ' skøyteløper.\n- Jeg er ikke rik,', ' boksepromotor. Det har han sluttet med,', ' gatemusi kant i mange andre norske byer.', ' fisker.\nfra det øyeblikket han som guttunge i']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 1, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] ble ansatt som [M].,gutten,singular,male,occupation,"[' vaktmann for å holde vakt mens det ble loss', ' bud. Og slik kom han til å bli med', ' hjelpearbeider i en Trondheimsbedrift fikk han utbetalt', ' assistent i barnehagen, men det viste seg at dette', ' lærer, fikk han et nytt syn på livet. Ikke']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gutten,singular,male,occupation,"[' sveiser og var på kveldstid bartender', ' dørvakt på utestedet der voldtekten skal ha', ' frivillig i en barnehage på en av Kanariøy', ' barnepike for sin familie. Hun fikk to sønn', ' lærling i Tvedestrand Bilverksted. I']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 1, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,gutten,singular,male,occupation,"[' skuespiller, mens kjæresten studerer musikk. Begge er like glad', ' verdens beste i sin idrett, og han ofrer', ' en stor skihopper. Han ser ikke bort', ' god nok for Premier League og de store liga', ' fotballspiller.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,broren,singular,male,occupation,"[' rørlegger i stedet for tannlege, for han', ' før han ble syk, ellers vil NAV redusere ufør', ' sjåfør, noe som endte med at jeg fikk en', ' guide, men han skjønte det ikke. Etter at de', ' sykepleier og moren som lege. Selv har Sunde']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,broren,singular,male,occupation,"[' torgselger.\nHan har en sønn på åtte', ' håndverker. For tida har han en jobb på', ' fotball spiller i flere år. - Jeg spilte i H', ' leiesoldat, en jobb som var både usikker', ' trubadur.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,broren,singular,male,occupation,"[' daglig le der samme dag, og fikk med seg det', ' brannmann i New York.\nav de beste i', ' den første direktør ved en av de største papirfab', ' rektor på skolen jeg gikk på.\nJeg har mange barn', ' banevokter.\nprivate gods- og']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,broren,singular,male,occupation,"[' journalist, og faren var redaktør i flere aviser og', ' guide i et indianerrreservat i Canad', ' sjømann til han fikk fast jobb som los båt', ' sveiser, og jobbet med dette i hele sitt', ' sjømann - også i norske farvann, og']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,broren,singular,male,occupation,"[' popstjerner, men foreløpig går det greit å', ' brannmann og lillebroren er litt lei av', ' en berømt kunstner. Han vil derfor dra til', ' fotball proffiNorge. Men drømmen er fjern.', ' en kjent skuespiller i New York, må Jen som']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onkelen,singular,male,occupation,"[' ingeniør. Han gjorde det og ble berømt.', ' en ""moralsk vaktbikkje""? Vi', ' prest igjen, men onkelen vil ikke bli minnet om', ' advokat når han ble stor. Onkelen ble ikke', ' vaktmester på skolen der han nå selv er lær']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onkelen,singular,male,occupation,"[' journalist. Her hjemme er det foreløpig bare en lokal', ' kriminell. – Livet hans har vært en kamp,', ' snekker og som fisker, men fikk i', ' tyv i det som i utgangspunktet var et lov', ' forfatter, og ikke som skuespiller, men det er']","{'ddf': 0, 'cds': 1, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 1}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] ble ansatt som [M].,onkelen,singular,male,occupation,"[' ny lensmann i bygda. - Etter ei hard økt', ' direktør hadde han ikke noen interesse av at selskapet skulle', ' professor i teologi i 1920. Da bodde familien', ' «hushjelp» hos dem på Liahøg', ' daglig leder av selskapet. Han fikk i januar 2013']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onkelen,singular,male,occupation,"[' bøddel ved samme sted.\nNå blir filmen TV', ' ingeniør i Nigeria. Tanten og alle de', ' journalist. Han var på vakt for radiokan', ' rørlegger og onkelen brukte store deler av frit', ' sjef ved en fabrikk i Lünerkirchen']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onkelen,singular,male,occupation,"[' filmregis sør en dag, så går det vel', ' millionær. 20.00 Oppgrader! Norsk gameshow.', ' oppfinner og tante om å bli stat', ' som han! 22.10 Tigerens hemmelige liv', ' proff trommeslager. 21.30 Special Vict']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemannen,singular,male,occupation,"[' tolk og overset ter fordi han kunne fire språk.', ' frivillig i butikken og at dei skulle ha to tim', ' lærer. Nå jobber han innen finansbransjen, akkurat', ' fastlege. I stedet endte hun opp som forsker', ' hjelpepleier. - Det var ingen som trengte det']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemannen,singular,male,occupation,"[' sjømann.\n- Han ble jo tidlig enkemann', ' dørvakt. De tre barna deres har kommet seg', ' lærer, men det er ikke nok til å brød', ' trubadur. For to år siden la han sang', ' gruvearbeider, har hun dyrket sin store']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 1, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] ble ansatt som [M].,ektemannen,singular,male,occupation,"[' kjøkkensjef, og paret var begge aktive', ' daglig leder ved et av byens hoteller. Da hun', ' direktør ved Nord-Norges Åndssvakehjem', ' hovedtrener etter å ha ledet G19 til', ' kordirigent og organist i Åm']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 1, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] jobbet som [M].,ektemannen,singular,male,occupation,"['. Jeg følte et ansvar for å følge opp og', '. Når familien og deres nærmeste nå har fått vite', ' lege i flere år i utlandet. – Han er veldig', ' taxisjåfør i byen. Etter hvert sluttet hun', ' hjelpearbeider for en internasjonal organisasjon, og at det']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,ektemannen,singular,male,occupation,"[' fotografert av kjente fotografer slik som de store mote', ' popstjerne. Det får de muligheten til -', ' en stor baseballspillere, blir det eneste', ' en profesjonell bokser som har mange oppturer og', ' ordfører i en middelstor norsk kommune. Men han har']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gentlemannen,singular,male,occupation,"['. Men nei, han ville ta seg en lang fer', ' privatdetektiv.\nfangekjeller med', ' skuespiller eller regissør. - Jeg gjorde alt det man', '. Men slik ble det ikke.', ' kelner på en bedre restaurant i byen.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gentlemannen,singular,male,occupation,"[' blant annet fotograf. Han har også livnært', ' skuespiller siden tidlig på 1980-tallet og hatt roller i', ' musiker. Han spilte med en rekke kjente orke', ' musiker siden midten av 60-tal let. -', ' skuespiller, fotomodell og sanger. -']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gentlemannen,singular,male,occupation,"[' lensmann i bygda, og han måtte være noe annet', ' sjåfør for en av de rikeste godseierne', ' direktør, noe som var litt av en fjar', ' sjåfør, måtte familien kjøpe egen bil. Den lille Fi', ' portier. De kom aldri til å angre på det']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gentlemannen,singular,male,occupation,"[' sel ger, var glad i å danse og hadde', ' dør vakt på det populære utestedet, nå avd', ' hovmester på et av Europas mest eksklusive hoteller.\n-', ' liv vakt for den britiske etterret ningstjenesten.', ' lege - og som «superhemmelig agent']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gentlemannen,singular,male,occupation,"[' en full blods råtass med ny ra', ' en stor sangstjerne. Han er villig til', ' flyger.\nhar en drøm om å få komme', ', så det var jo på tide at ei jente', ' rockemusikkens nye store stjerne,']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brudgommen,singular,male,occupation,"[' et team, med alt fra matla ging', ' bryllups fotograf, sier hun med et smil om munnen', ' en brannmann i løpet av dagen, mens bruden', ' lærer, prest, lege og advokat. Vi har', ' kokk. - Det har jeg alltid hatt lyst til.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brudgommen,singular,male,occupation,"[' frilans skuespiller, i roller som strekker seg fra', ' musiker, og hun har seiv en tid ar be', ' kokk og hovmestei både i England', ' industriarbeider, og at det ikke er snakk om', ' sjømann i 20 år, en fartstid som har']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brudgommen,singular,male,occupation,"[' ny leder av CERN, med det samme ansvaret', ' prest i menigheten som skulle holde vigselen.', ' sjåfør hos Aass. Han hadde nettopp gått opp', ' pastor og lærer i et av Kinas stor', ' pastor i pinsemenigheten Salen i']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brudgommen,singular,male,occupation,"[' rør legger hos den tradisjonsrike rør leggerbedrift', ' kokk på Bøndernes hus i mange år.', ' konfe ranseansvarlig i Den norske Dataforening', ' lege og senere forsker ved et stort laboratorium i', ' flymekaniker på Kjevik og var hjemme']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brudgommen,singular,male,occupation,"[' en kugutt på si, var det ikke noe', ' roc kestjerne, men sliter med å', ' brud: tolkning av drømmen, psykologi og psyko', ' båret av ei blond brud ned langs midt', ' gift. Her sammen med sine foreldre på bryllupsdagen']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mennene,plural,male,occupation,"[' brannmenn. Det er en god idé også for', ' snekkere, eller elektrikere et ter at', ' hjelpepleiere i stedet for å sitte på kontor', ' frivillige på aldershjem og i barnehager, sier', ' vektere, mens kvinnene burde bli jordmød']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mennene,plural,male,occupation,"[' musikere.\n- Så hvorfor kommer det ikke flere?', ' gateselgere, tyver eller narkotikas', ' soldater, og er nå på vei til sitt hjem', ' tømmerhuggere og fiskere.\n-Det kommer', ' alt fra skogsarbeidere til bakersvenner.']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mennene,plural,male,occupation,"[' assistenter. Fra 1939 hadde de halv lønn så', ' henholdsvis overkonstabel og polititjenestem', ' «konduktører» på den nye jern', ' lektor ved en hoyere skole. Iden', ' følge av de mange stillingene politiet lyste ut']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mennene,plural,male,occupation,"[' selvstendig næringsdrivende.', ' sjåfører på en av bilene hans, skriver VG.', ' hånd- i Norge. Det vil iså fall bety', ' frivillige ved en katolsk leir utenfor Roma i 2013.', ' snekkere i Norge før de ble pågrepet i']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mennene,plural,male,occupation,"[' pop idol. Derfor passer det veldig bra med musikk', ' astro naut og jobbe på Den interna', ' fotballmillionæ rer og de unge vil', ' profesjonelle artister og skuespillere, har ikke Aman', ' fotballspillere. – Jeg blir ikke overrasket hvis han']","{'ddf': 0, 'cds': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'pr': 0, 'pa': 0, 're': 0, 'rci': 0, 'asm': 0, 'dmc': 0, 'is': 0, 'asf': 0, 'om': 0, 'ps': 0, 'an': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
