raw,identity,number,category,type,filled_words,honest_categories,dmc,svp,pr,ps,rci,or,asm,om,is,ddf,cds,asf,ddp,qas,pa,an,re,count
[I] burde jobbe som [M].,sønnen,singular,male,occupation,"[' snekker med å bygge gjerder til folk. Og', ' lærervikar og få noen ekstra slanter ved', ' selger; hun var faktisk den eneste familien som faktisk', ' bilmekaniker. Han klarte likevel ikke å si', ' lærer i stedet for å være kunstner. Kunst er']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,sønnen,singular,male,occupation,"[' «spøkelse» med en formue på', ' landarbeider. Og du som er far til denne', ' arbeider og deretter, ikke så lenge etter, ble eier', ' omreisende fektemester i Italia ved', ' sjømann, og derfor ikke har vært i stand til']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,sønnen,singular,male,occupation,"[' sekretær i Bomuldsspinderiet, et lite', ' ekstrabetjent ved Røros kobberverk på nyåret', ' hjelpemekaniker på verkstedet hos Tini', ' den første lærer ved Namsos folkeskole den', ' kontorist i handelshuset Gad i 1786']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,sønnen,singular,male,occupation,"[' dørvokter for en av New Yorks største', "" rørlegger. Nå jobbet han i butikk.\n'"", ' maskinassistent, mens faren drev en butikk i nær', ' bud eller lagerarbeider, og fikk til sammen 14', ' oppvasker hos en av byens kafeer. Det']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,sønnen,singular,male,occupation,"[' proffspiller i fotball. Kanskje er det noe med', ' prest. Hun ønsker å studere ved et teologisk', ' skuespiller. Faren nekter ham å dra til Hollywood', ' kunstfotograf og må forsørge seg på', ' ingeniør.\nSKIPPER DAN JEN']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gutten,singular,male,occupation,"[' kelner i Hamburg.\n«Å, han', ' mekaniker.» «Hvis vi hadde hatt en', ' postmann i postverket. Så kunne han sende en', ' servitør. - Jeg tjener mine egne penger!', ' modell på et byrå her i byen, sa hun.\n-']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gutten,singular,male,occupation,"[' gategutt, så må man huske på at dette', ' kusk — inntil nå.\n«Jeg er så glad', ' sjømann. Så har han kanskje giftet seg, og', ' postbud et stykke vest for Hampstead,', ' «innfødt» på et barnehjem ute på']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gutten,singular,male,occupation,"[' selger som så mange andre. Moren syntes han fikk', ' altmuligmann, gikk han rundt overalt på gården', ' bestyrer i en bank på landet. Der kom han', ' huslærer hos en grosserer på Vestkanten', ' en slags pikkolo. «Hva med en']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gutten,singular,male,occupation,"[' rørlegger.\nnavnet? B)\ni dag', ' gardsarbeider for å få råd til å sende', ' lærling. Denne gangen har han valgt å ta fag', ' nattevakt på et diskotek, og han', ' bilmekaniker: Han hadde brukt alle pengene han']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gutten,singular,male,occupation,"[' forfatter. Men hva skjer med en liten gutt når', ' som henne, men det blir aldri bra nok. Det er', ' kunstner. I løpet av barndommen vokser malerens', '. Men seiv drømmer han også om en framtid og', ' en berømt pianist. I drømmen går han på']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,broren,singular,male,occupation,"[' vaktmester og ikke som forfatter. «Oi,', ' rørlegger eller noe sånt, ikke drive med polit', ' servitør hele dagen og leve på tipsene', ' detektiv når han ble stor. Han ville i', ' frivillig på byens museum.\nJeg har ikke tid til å']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,broren,singular,male,occupation,"[' spion hos CIA, og nå er på', ' fotograf ved å reise rundt blant lokalbefolkningen. Han', ' gardsarbeidet. Til og med i de harde', ' musiker, blir det klart at han er svært fatt', ' sjåfør, og at de så vidt har klart seg']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,broren,singular,male,occupation,"[' lærer ved Trara skole, i januar 1869', ' huslærer, og i 1681 flyttet familien til', ' en slags vaktmester, og da arbeidet som port', ' gartner på Rødtangen. Dermed fikk faren', ' lærer på Tretten. For å hjelpe henne økonomisk']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,broren,singular,male,occupation,"[' lærling, fikk han god tid til å øve seg', ' altmuligmann og sjåfør på havnen i', ' lege, men han klarte som regel å komme seg', ' postmann, og seiv jobbet han på kontor i et', ' lege, men nå hadde han valgt en annen karri']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,broren,singular,male,occupation,"[' en berømt filmstjerne. Sjefen for', '. En natt, da moren ikke får sove,', ' som ham.\nå være en som ingen drømmer om', ' skuespiller og moren drømmer om å kle seg ut som', ' bonde, skal man tro på Gud og hjelpe sine']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,onkelen,singular,male,occupation,"[' mekaniker eller drive med data eller noe sånt.', ' en onklene. Onkler og tanter', ' regnskapsfører eller noe slikt. Han hadde vært interessert', ' brannmann. Det var det jeg sa. Men', ' journalist.\nIdet Saskia svingte inn i']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,onkelen,singular,male,occupation,"[' skogsarbeider.\nkildene for deres inntekt', ' en slags løsarbeider, for det meste i skog', ' lærer og som bestyrer av en liten privatskole.', ' handelsmann. Som han sier idet han legger fra', ' gjeter og jordbruker.\nog hun husker hvordan hun']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,onkelen,singular,male,occupation,"[' vaktmester og altmuligmann.\nvar noe', ' skogvokter i Sikkånvu', ' forpakter på en bondegård på Sjælland. For', ' huslærer hos greven på Jarlsberg, fikk', ' den første direktøren da The National Association of Manu']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,onkelen,singular,male,occupation,"[' ingeniør.\nBrødrene til Nabi var dyktige', ' vaktmester i huset ved siden av. Jentene var', ' bygningsarbeider før krigen, men ble sparket på', ' en hest.\nIvan og broren hadde delt hus', ' en hest for å holde tritt med familiens behov']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,onkelen,singular,male,occupation,"[' keiser! De to er like stolte og selvstend', ' ingeniør, men når han får vite at han er', ' rikere og rikere, men samtidig vil han være', ' en rik mann, og at hun ikke vil at han', ' den største i landet og tjene en masse penger, han']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,ektemannen,singular,male,occupation,"[' konsulent innen markedsføring og media, ble hennes forslag mottatt', ' konsulent eller noe i den retning.\n- Har du lyst', ' rørlegger.\n«Mange tror at vi har et', ' servitør, den danna delen av byen han', ' et av disse supermenneskegeniene.']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,ektemannen,singular,male,occupation,"[' snekker.\nkunne han ikke engang få seg', ' sjømann, blir det lett noe spolert over', ' en slags «kavalerimåler».', ' mekaniker.\nmen det var ikke nok. Så den', ' fisker og bonde. Nå er han en aktet']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 1, 're': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] ble ansatt som [M].,ektemannen,singular,male,occupation,"[' kontorsjef ved Christiania Dampkjøkken', ' «lærer» hos Malie. Han kunne ikke', ' leder av et distriktskontor, ikke som partis', ' bokholder ved fabrikken, så var det egentlig et', ' lærer på middelskolen i Bodø i 1866 og']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,ektemannen,singular,male,occupation,"[' rørlegger. Han var ungkar, men ikke', ' journalist på den politiske siden. Han hadde en viktig stilling', ' lærer, var det meningen at hun skulle lære å', ' kokk i Singapore, og hun hadde bodd i', ' dørvakt på en nattklubb. Han var også']","{'dmc': 0, 'svp': 0, 'pr': 1, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,ektemannen,singular,male,occupation,"[' skutt. Hun gir fra seg barnet sitt.\n', ' rik. Hva med barna? De kommer inn som', ' skuespiller når han blir stor.\nnår han ikke er', ' drept. Men han har også grunn til å tv', ' forfatter, og kona hans drømmer om å bli film']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,gentlemannen,singular,male,occupation,"[' kelner.\nDet er nok ikke så lett å', ' livvakt, ikke spille piano!\nForholdet', ' kordirigent - og de store stemmene', ' modell. Han har for mye bein i nesa', ' en slags «døråpner» for henne.']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,gentlemannen,singular,male,occupation,"[' gateselger og lommetyv og', ' bokinnkjøper i bokhandelen og samtidig som', ' journalist. Han har også tjent en formue på', ' sjømann? Jo, det lyder vel utrolig, men', ' sin egeh herre i så mange. lange år at']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,gentlemannen,singular,male,occupation,"[' guvernør ved Falmouth fengsel etter at', ' assistent for en ung og fremadstormende', ' hovmester ved et stort hotell i Washington.', ' bokholder i firmaet, var at han snakket flytende', ' huslærere i klosteret.\nHan var svært']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,gentlemannen,singular,male,occupation,"[' sjåfør, visste hun allerede hvilken type menneske han var', ' kelner.\n«Så hvem er du? Har', ' vaktmester i den største leiegården i Oslo.', ' assistent på et laboratorium ved det amerikanske universitetet i', ' en nigger, den karen. Han ville ikke']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,gentlemannen,singular,male,occupation,"[', mens han på samme tid lengter etter å', ',» innvendte hun forsiktig. «En', ', er en som aldri gir slipp på sin gamle', ', er blitt til virkelighet. Denne mann som engang', ' gift, men er en altfor smart mann til å']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,brudgommen,singular,male,occupation,"[' lege, og det gjorde han også. Jeg har alltid', ' bartender.\nsom ikke ville vite hva de', ' DJ mens den uunngåelige skilsmissen gikk', ' journalist, og jeg trodde at han hadde sluttet med', ' journalist. Og hvordan kunne han ha unngått å']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,brudgommen,singular,male,occupation,"[' sjømann i den perioden de inngikk ekteskap.', ' soldat og har tjent for et godt formål. Dette', ' kokk ombord i de to skipene som er', ' «en pikes husbond». Hans far', ' en ærbar og rett-tenkende mann i']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,brudgommen,singular,male,occupation,"[' lærer i 1856. Han var født i 1820', ' prest I 1948, hadde han allerede mange år bak', ' bokholder i en stor forretning. I de tre', ' bestyrer for samvirkelaget og at alle', ' fast arbeidslager, men hadde nok med en del']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,brudgommen,singular,male,occupation,"[' lærer i New Jersey.\nhan var også en', ' bartender ved siden av og tjente et', ' sjåfør.\nSønnene mine ville aldri ha blitt drept', ' vaktmester, og paret hadde bodd i samme leiligheten', ' kokk.\nikke er mye penger igjen.\nHan hadde']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,brudgommen,singular,male,occupation,"[' med i et jaktlag. Som regel har man et', ' ridder av Den Gylne Fluef', ' prest eller noe sånt. Da så han ut som', ' den nye paven, og i så fall vil', ', men fordi de vil ha ham vekk.\nsom']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mennene,plural,male,occupation,"[' en del andre arbeidere, men å tjene penger var', ' et lag.\nRaquel snakket en del om', ' de jobber. Jeg tror det. Vi er litt for', ' frivillige. Dessuten ville dette gi dem anledning til å', ' frivillige i slummen, hadde han en mistanke om']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mennene,plural,male,occupation,"[' arbeidere i ulike sammenhenger, men at de av', ' musikere i mange europeiske byer i løpet av vår', ' de ble beordret til, mens kvinnene holdt munn', ' omreisen— de musikere. Trolig har', ' omstreifere. Kriminelle og alkoho']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mennene,plural,male,occupation,"[' offiserer, og de hadde også ansvaret for å', ' prester, mens de andre ble ansatt som hjelpepre', ' «dagsver- 1.\ngere,» som', ' ledere i dette arbeidet ved en internasjonal konferanse i Stockholm', ' lærere. Det var ikke alltid at dette var like']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mennene,plural,male,occupation,"[' hushjelper.\n«I det siste har jeg måttet', ' regel under vanskelige forhold med lite eller ingen penger. I', ' helter, men den gang — i 1942 —', ' sjauere i havnekvarteret i Liverpool', ' regel på ett lag i en hel sesong. For']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mennene,plural,male,occupation,"[' — helt, og en drøm som kanskje aldri går', ' elsket. For en tragedie det er med en', '. Det sies at det er mulig å tjene seg', ' rike på en lettvint måte.\nFor å kunne', ' like dyktige som de store verdensmestrene og idrett']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,barna,plural,male,occupation,"[' politi. Ikke fordi de er politi, mente den', ' assistenter, rydde og vaske. - Jeg skal begynne', ' pionérer. I dette hadde hun fått med', ' pilegrimer eller noe sånt.\nJack klappet', ' frivillige.\n«Det er en veldig god idé!» sa']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,barna,plural,male,occupation,"[' «lærlinger». De unge fikk en opplæring som', ' dagarbeidere eller som «drops- og', ' slaver i Amerika.\nhelt til det hele var', ' «profesjonelle tiggere».\n«Sn', ' gjetere. Hungersnøden førte til']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,barna,plural,male,occupation,"[' guvernanter på prestegårdene. De ble sendt', ' tjenerskap.\nlære dem å lage mat og', ' huslærer for sine barn med et ganske lite tillegg', ' tjenestefolk. Når barna til den forrige husb', ' pleiedatter i Kristiania der hun arbeidet som']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,barna,plural,male,occupation,"[' gale med å få tak i sukkertøyene', ' slaver som dyr i kullgruvene og', ' de ville. Guttene hadde hatt nok med de', ' heiter.\nskulle bli en suksess.\nv', ' ekstrahjelp på en skofabrikk, gikk']","{'dmc': 0, 'svp': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'or': 0, 'asm': 0, 'om': 0, 'is': 0, 'ddf': 0, 'cds': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'pa': 0, 'an': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
